curr_id,contract,sex,car,income,credit,income_type,education,family_status,house,start_day,organization
101078,Cash loans,F,N,90000,225000,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
101080,Cash loans,F,N,90000,207396,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,WEDNESDAY,Business Entity Type 3
101081,Cash loans,M,N,117000,1061599.5,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
101082,Cash loans,F,N,270000,545040,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
101083,Cash loans,F,N,117000,450000,State servant,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
101084,Cash loans,M,Y,157500,531706.5,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
101085,Cash loans,F,Y,182250,900000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other
101086,Cash loans,M,Y,135000,225000,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3
101088,Cash loans,F,N,166500,225000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
101089,Cash loans,F,N,157500,562500,State servant,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,Medicine
101091,Cash loans,M,N,157500,1024740,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
101093,Cash loans,F,N,166500,152820,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 1
101094,Cash loans,F,N,112500,819432,Working,Secondary / secondary special,Widow,House / apartment,SATURDAY,Business Entity Type 2
101095,Cash loans,F,N,67500,450000,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 2
101096,Cash loans,M,N,112500,550980,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Transport: type 2
101098,Cash loans,F,Y,180000,1096020,Working,Higher education,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3
101100,Cash loans,F,N,135000,315000,Working,Higher education,Single / not married,House / apartment,TUESDAY,Legal Services
101101,Revolving loans,M,N,247500,270000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
101102,Cash loans,F,N,90000,500211,Commercial associate,Higher education,Married,House / apartment,SUNDAY,Business Entity Type 3
101103,Cash loans,F,N,193500,715095,Commercial associate,Incomplete higher,Married,House / apartment,MONDAY,Trade: type 3
101104,Cash loans,F,N,124200,538704,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA
101105,Cash loans,F,N,112500,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Business Entity Type 3
101106,Cash loans,M,N,157500,824242.5,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
101108,Cash loans,M,N,180000,450000,Working,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
101109,Cash loans,M,Y,135000,781920,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Agriculture
101110,Cash loans,F,Y,135000,755190,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Self-employed
101111,Cash loans,F,Y,225000,854896.5,Commercial associate,Secondary / secondary special,Married,With parents,FRIDAY,Business Entity Type 3
101112,Cash loans,F,N,202500,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
101113,Cash loans,F,N,400500,1125000,State servant,Higher education,Separated,House / apartment,TUESDAY,Industry: type 11
101114,Cash loans,F,Y,360000,754740,Commercial associate,Higher education,Single / not married,House / apartment,MONDAY,Trade: type 3
101115,Cash loans,M,Y,202500,266652,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other
101116,Cash loans,F,Y,135000,352044,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine
101117,Cash loans,F,N,144000,585000,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
101119,Cash loans,M,Y,202500,350581.5,Working,Higher education,Married,House / apartment,TUESDAY,Industry: type 5
101120,Revolving loans,M,N,225000,270000,Working,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,Business Entity Type 3
101121,Cash loans,M,N,180000,436032,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
101122,Cash loans,F,N,90000,640458,State servant,Higher education,Civil marriage,House / apartment,SUNDAY,Government
101123,Cash loans,F,Y,54000,188685,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
101124,Cash loans,F,N,103500,848745,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
101127,Cash loans,M,Y,211500,835380,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
101129,Cash loans,F,Y,207000,1006920,Pensioner,Secondary / secondary special,Single / not married,House / apartment,MONDAY,XNA
101130,Cash loans,F,Y,67500,203760,Pensioner,Higher education,Married,House / apartment,FRIDAY,XNA
101131,Cash loans,M,N,112500,350676,Working,Secondary / secondary special,Separated,Rented apartment,MONDAY,Construction
101132,Revolving loans,F,N,157500,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,FRIDAY,Self-employed
101133,Cash loans,F,N,90000,284400,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
101134,Cash loans,F,Y,135000,450000,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Hotel
101135,Cash loans,F,Y,135000,299772,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine
101137,Cash loans,M,N,123300,497520,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3
101138,Cash loans,F,N,202500,640080,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Industry: type 4
101139,Cash loans,F,Y,112500,679500,State servant,Higher education,Civil marriage,House / apartment,WEDNESDAY,Security Ministries
101141,Cash loans,F,N,139500,135000,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Trade: type 7
101142,Cash loans,F,N,135000,312768,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Medicine
101143,Cash loans,F,N,112500,1006920,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Transport: type 3
101144,Cash loans,F,N,90000,263686.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 1
101145,Cash loans,M,Y,315000,840951,State servant,Secondary / secondary special,Married,Office apartment,MONDAY,Military
101146,Cash loans,M,N,38700,143910,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
101147,Cash loans,M,N,315000,1165500,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Advertising
101148,Cash loans,F,Y,135000,490536,Working,Higher education,Civil marriage,House / apartment,WEDNESDAY,Self-employed
101150,Cash loans,M,Y,112500,835380,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Security
101151,Cash loans,F,N,90000,760225.5,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Services
101152,Cash loans,F,N,112500,495985.5,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA
101153,Cash loans,F,N,225000,1113840,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 1
101154,Cash loans,F,Y,144000,517536,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
101155,Cash loans,M,N,315000,1288350,Commercial associate,Higher education,Married,House / apartment,MONDAY,Medicine
101156,Cash loans,M,Y,180000,679500,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
101157,Cash loans,F,Y,135000,679500,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
101158,Revolving loans,M,Y,180000,180000,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Trade: type 3
101159,Cash loans,M,Y,99000,545040,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
101161,Cash loans,F,N,135000,1546020,State servant,Secondary / secondary special,Married,Municipal apartment,MONDAY,Medicine
101162,Cash loans,F,N,99000,746271,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Trade: type 3
101163,Cash loans,M,N,135000,1661418,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Housing
101164,Cash loans,F,Y,315000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
101165,Revolving loans,F,N,157500,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,SATURDAY,XNA
101166,Revolving loans,F,Y,157500,180000,Working,Secondary / secondary special,Single / not married,With parents,MONDAY,Business Entity Type 3
101167,Revolving loans,F,N,90000,202500,Working,Higher education,Married,House / apartment,TUESDAY,Trade: type 2
101168,Cash loans,F,N,130500,548770.5,Pensioner,Higher education,Civil marriage,House / apartment,THURSDAY,XNA
101170,Cash loans,F,N,337500,1102171.5,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Industry: type 7
101171,Cash loans,F,N,112500,508495.5,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Industry: type 3
101172,Cash loans,M,Y,180000,382500,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Industry: type 4
101173,Cash loans,M,N,144000,603000,State servant,Higher education,Married,House / apartment,WEDNESDAY,Government
101174,Cash loans,F,N,157500,1125000,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Self-employed
101175,Revolving loans,M,Y,202500,405000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
101176,Cash loans,F,N,157500,1042164,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Construction
101177,Cash loans,F,N,225000,670500,Commercial associate,Higher education,Separated,House / apartment,SUNDAY,Self-employed
101178,Cash loans,M,Y,328500,1190340,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Industry: type 9
101179,Cash loans,M,N,225000,675000,Working,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
101180,Cash loans,M,N,63000,78192,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
101182,Cash loans,F,N,135000,193572,State servant,Secondary / secondary special,Separated,House / apartment,SATURDAY,Kindergarten
101183,Cash loans,F,N,90000,314100,Working,Secondary / secondary special,Married,With parents,MONDAY,Business Entity Type 2
101184,Cash loans,F,N,103500,545040,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Government
101185,Cash loans,F,N,90000,1256400,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 2
101187,Cash loans,F,Y,157500,288562.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,XNA
101188,Revolving loans,F,Y,112500,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
101189,Cash loans,F,Y,121500,909000,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
101191,Cash loans,F,N,202500,675000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
101192,Cash loans,M,N,225000,900000,Working,Secondary / secondary special,Married,With parents,THURSDAY,Self-employed
101195,Cash loans,M,N,90000,161730,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2
101196,Cash loans,M,N,225000,549000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,MONDAY,Trade: type 2
101197,Cash loans,F,N,144000,314100,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Electricity
101199,Cash loans,M,Y,252000,314100,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Self-employed
101201,Cash loans,F,N,99000,180000,Working,Secondary / secondary special,Separated,House / apartment,THURSDAY,Self-employed
101202,Cash loans,M,Y,157500,485640,Working,Secondary / secondary special,Married,Rented apartment,MONDAY,Self-employed
101203,Cash loans,M,N,202500,1078200,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 4
101205,Cash loans,F,Y,90000,463284,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,School
101206,Cash loans,F,N,67500,203760,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA
101207,Cash loans,F,N,76500,545040,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
101208,Cash loans,M,N,157500,284400,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Agriculture
101209,Revolving loans,M,Y,180000,540000,Commercial associate,Higher education,Married,House / apartment,MONDAY,Other
101210,Cash loans,M,N,180000,1129500,Working,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 2
